Hz,dBFS(rms),THD(%),BUZZ(%)
4382.81,-61.48,0.00,0.00
4388.67,-61.84,0.00,0.00
4394.53,-62.15,0.00,0.00
4400.39,-62.42,0.00,0.00
4406.25,-62.76,0.00,0.00
4412.11,-63.06,0.00,0.00
4417.97,-63.33,0.00,0.00
4423.83,-63.58,0.00,0.00
4429.69,-63.80,0.00,0.00
4435.55,-64.01,0.00,0.00
4441.41,-64.22,0.00,0.00
4447.27,-64.39,0.00,0.00
4453.13,-64.55,0.00,0.00
4458.98,-64.69,0.00,0.00
4464.84,-64.82,0.00,0.00
4470.70,-64.95,0.00,0.00
4476.56,-65.04,0.00,0.00
4482.42,-65.13,0.00,0.00
4488.28,-65.22,0.00,0.00
4494.14,-65.31,0.00,0.00
4500.00,-65.39,0.00,0.00
4505.86,-65.46,0.00,0.00
4511.72,-65.52,0.00,0.00
4517.58,-65.59,0.00,0.00
4523.44,-65.64,0.00,0.00
4529.30,-65.70,0.00,0.00
4535.16,-65.76,0.00,0.00
4541.02,-65.82,0.00,0.00
